Sector,name,site_name,town,rwater,Basin,GSI,SIC,Impaired,samp_location,samp_date,prev_storm,days_last_storm,ice,o_n_g,rain_ph,samp_ph,cod,tss,tp,tkn,no3,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness,conduct,per_sur
General/GT,Stanley Access Technologies,Stanley Access Technologies,52,Pequabuck River,,739,3442,N,(SF-2) Shipping Parking Lot,10/19/11,10/14/11,5,N,0.85,4.84,7,190,60,0.27,2.7,0.46,0.022,0.221,0.0054,100.00%,100.00%,30,119,100.00%
General/GT,Stanley Access Technologies,Stanley Access Technologies,52,Pequabuck River,,739,3442,N,(CB-1) Catch Basin North 40,10/19/11,10/14/11,5,N,0.8,4.84,6.5,48,31,0.08,1.1,0.94,0.011,0.14,0.0025,100.00%,100.00%,10,44,100.00%
General/GT,Kaman Aerospace Corp-Helicopters Division,Kaman Aerospace Corp-Helicopters Division,11,Unnamed Tributary of Mill Brook,,467,"3721, 3728",Y,Stormwater Outfall #1,11/10/11,10/29/11,12,Y,0.7,7.51,7.41,41,76,0.31,1.4,1,0.023,0.118,0.017,100.00%,100.00%,104,973,100.00%
General/GT,Kaman Aerospace Corp-Helicopters Division,Kaman Aerospace Corp-Helicopters Division,11,Unnamed Tributary of Mill Brook,,467,"3721, 3728",Y,Stormwater Outfall #2,11/10/11,10/29/11,12,Y,1.4,7.51,7.98,28,15,0.06,0.55,0.34,0.006,0.163,0.003,100.00%,73.40%,10,55,15.00%
General/GT,Kaman Aerospace Corp-Helicopters Division,Kaman Aerospace Corp-Helicopters Division,11,Unnamed Tributary of Mill Brook,,467,"3721, 3728",Y,Stormwater Outfall #6,11/10/11,10/29/11,12,Y,0.7,7.51,7.01,5,9,0.09,0.78,0.07,0.002,0.022,0.001,100.00%,100.00%,90,780,100.00%
General/GT,CT Military Dept.,AASF,165,,,281,,N,SP1,10/13/11,10/4/11,9,N,0.75,6.91,6,30,6.5,0.09,0.35,0.38,0.001,0.009,0.001,100.00%,100.00%,24,150,100.00%
General/GT,CT Military Dept.,AASF,165,,,281,,N,SP2,10/13/11,10/4/11,9,N,0.75,6.95,6,19,170,0.04,0.43,0.43,0.021,0.128,0.02,100.00%,100.00%,34,148,85.00%
General/GT,Town of Thomaston,Town of Thomaston Public Works Garage,140,Branch Brook,,1773,4212,Y,Storm Drain in Parking Lot,10/19/11,10/14/11,5,N,0.5,5.6,6.74,185,39,0.83,7.2,0.48,0.04,0.13,0.01,,,,,
General/GT,"Natural Country Farms (d/b/a Country Pure Foods, Inc.)",,48,Hockanum River,,1024,2033,N,SW001,10/19/11,10/14/11,5,N,0.75,6.5,6.98,28,25,0.11,0.86,0.23,0.01,0.073,0.001,100.00%,100.00%,17,66,100.00%
General/GT,SPX Precision Components LLC,,94,Piper Brook,,2192,3728,N,DSN 004,11/10/11,10/29/11,12,Y,0.5,6.14,6.91,15,0.5,0.59,1.81,0.41,0.019,0.054,0.007,100.00%,100.00%,16.2,78,100.00%
General/GT,SPX Precision Components LLC,,94,Piper Brook,,2192,3728,N,DSN 002,11/10/11,10/29/11,12,Y,0.5,6.14,6.67,32.1,1,0.11,1.6,0.43,0.019,0.342,0.004,100.00%,70.20%,27.09,93,30.00%
General/GT,SPX Precision Components LLC,,94,Piper Brook,,2192,3728,N,DSN 001,11/10/11,10/29/11,12,Y,0.5,6.14,7.05,62.8,28,0.84,2.2,0.1,0.019,0.034,0.005,100.00%,100.00%,69.12,214,100.00%
General/GT,"Pape Electroplating Co., Inc.","Pape Electroplating Co., Inc.",89,Webster Brook,4603-00,230,3471,N,SE corner of facility,10/19/11,10/14/11,5,N,0.5,5.64,6.86,7.5,17,0.06,1.92,0.05,0.01,0.057,0.001,100.00%,100.00%,8.56,24,100.00%
General/GT,"RA 710 Bridgeport Ave, Inc.","RXR Corp, Inc.",15,Farmill River,6025-09,2000,3826,N,Outfall 1- SW1,10/19/11,10/14/11,5,N,1.25,4.8,5.77,14,2.5,0.05,0.5,0.23,0.02,0.02,0.0065,100.00%,100.00%,3.1,20,100.00%
General/GT,"RA 710 Bridgeport Ave, Inc.","RXR Corp, Inc.",15,Farmill River,6025-09,2000,3826,N,Outfall 2- SW2,10/19/11,10/14/11,5,N,1.25,4.8,5.22,92,48,0.05,0.5,0.13,0.02,0.33,0.038,100.00%,70.70%,3.2,13,0.00%
General/GT,"RA 710 Bridgeport Ave, Inc.","RXR Corp, Inc.",15,Farmill River,6025-09,2000,3826,N,Stormwater Vault (SW3),10/19/11,10/14/11,5,N,1.25,4.8,5.42,16,2.5,0.05,0.5,0.14,0.02,0.038,0.0065,100.00%,95.50%,0.94,7,45.00%
General/GT,"RA 710 Bridgeport Ave, Inc.","RXR Corp, Inc.",15,Farmill River,6025-09,2000,3826,N,Outfall 4- SW4,10/19/11,10/14/11,5,N,1.25,4.8,5.72,25,10,0.05,0.5,0.15,0.02,0.095,0.0065,83.00%,55.50%,2.6,12,0.00%
General/GT,Colt Defense LLC + Colt's Manufacturing Company LLC,Colt Defense LLC + Colt's Manufacturing Company LLC,155,Trout Brook,,1910,3484,N,SW-1,11/10/11,,,N,5.3,7.89,7.67,75.8,333,0.36,2.04,0.27,0.05,0.27,0.09,,,,,
General/GT,Colt Defense LLC + Colt's Manufacturing Company LLC,Colt Defense LLC + Colt's Manufacturing Company LLC,155,Trout Brook,,1910,3484,N,SW-2,11/10/11,,,N,35.4,6.85,6.87,87.1,26,0.03,4.6,0.21,0.02,0.4,0.02,,,,,
General/GT,Colt Defense LLC + Colt's Manufacturing Company LLC,Colt Defense LLC + Colt's Manufacturing Company LLC,155,Trout Brook,,1910,3484,N,SW-3,11/10/11,,,N,3.8,6.45,6.55,30.5,10,0.03,1.71,0.35,0.11,0.14,0.49,,,,,
General/GT,Colt Defense LLC + Colt's Manufacturing Company LLC,Colt Defense LLC + Colt's Manufacturing Company LLC,155,Trout Brook,,1910,3484,N,SW-4,11/10/11,,,N,4.3,7.15,7.1,78.2,170,0.26,1.59,0.27,0.18,0.2,1.62,,,,,
General/GT,"First Student, Inc. #11743",First Student-Middlebury #11743,81,Kissawaug Swamp,,1507,4151,N,Outfall 001,11/16/11,11/10/11,6,N,3.6,5.6,5.6,178.6,58,0.64,1.19,0.21,0.02,0.31,0.02,,,,,
General/GT,Torrey S. Crane Co.,Torrey S. Crane Co.,131,Quinnipiac River,,369,3356,N,Torrey S Crane Co,11/10/11,,>3,N,0.7,7.9,6.34,37,7.5,0.05,0.35,0.14,0.006,0.022,0.144,100.00%,100.00%,6,21,100.00%
General/GT,Motiva Enterprises LLC,Motiva Enterprises LLC New Haven Terminal,93,New Haven Harbor (LIS CB Inner-New Haven Harbor),,1341,5171,Y,Outfall 001,11/16/11,11/10/11,6,N,2,5.94,5.52,10,2,0.1,0.15,0.15,0.0125,0.01,0.0025,100.00%,100.00%,72,225,100.00%
General/GT,Motiva Enterprises LLC,Motiva Enterprises LLC New Haven Terminal,93,New Haven Harbor (LIS CB Inner-New Haven Harbor),,1341,5171,Y,Outfall 002,11/16/11,11/10/11,6,N,2,5.94,5.82,10,15,0.1,0.39,2.2,0.0125,0.047,0.009,100.00%,100.00%,26,98,100.00%
General/GT,FuelCell Energy Inc.,FuelCell Energy Inc.,143,Unnamed Wetlands,,1440,3269,N,DSN-002(B. Pond Outlet),10/12/11,10/4/11,8,N,0.7,6.8,6.66,19,2.5,0.02,0.55,0.005,0.005,0.011,0.001,100.00%,100.00%,10,51,100.00%
General/GT,FuelCell Energy Inc.,FuelCell Energy Inc.,143,Unnamed Wetlands,,1440,3269,N,DSN-001(F. Pond Outlet),10/12/11,10/4/11,8,N,0.7,6.8,6.72,19,2.5,0.02,0.44,0.01,0.002,0.022,0.001,100.00%,100.00%,204,1180,100.00%
General/GT,Timken Aerospace Transmissions,Timken Aerospace Transmissions,77,"Hockanum River, Upper CT River Basin",,2057,3728,,Outfall 001,10/19/11,10/14/11,5,N,0.7,4.75,4.02,33,13,0.08,0.68,0.24,0.008,0.023,0.002,100.00%,100.00%,9,29,100.00%
General/GT,Stanadyne Corporation,Stanadyne Corporation,164,Unnamed Tributary of CT River,,170,3519,Y,001A,10/19/11,10/15/11,4,N,5.6,6.62,6.41,59,95,0.15,1,0.83,0.078,0.276,0.025,100.00%,100.00%,6,43,100.00%
General/GT,Stanadyne Corporation,Stanadyne Corporation,164,Unnamed Tributary of CT River,,170,3519,Y,001B,10/19/11,10/15/11,4,N,0.7,6.62,8.03,21,8,0.13,0.95,3.6,0.002,0.042,0.001,100.00%,100.00%,150,540,100.00%
General/GT,Stanadyne Corporation,Stanadyne Corporation,164,Unnamed Tributary of CT River,,170,3519,Y,2,10/19/11,10/15/11,4,N,0.7,6.62,7.43,5,2.5,0.08,0.39,0.21,0.08,0.198,0.017,100.00%,100.00%,240,614,100.00%
General/GT,Bristol-Myers Squibb,Bristol-Myers Squibb,148,Muddy River,,1863,2834,N,Spillway between ponds,12/6/11,,>14,N,0.5,4.48,6.96,11.3,2,0.03,1.04,0.95,0.015,0.024,0.003,100.00%,100.00%,81.99,200,100.00%
General/GT,Gulf Oil Limited Partnership,Gulf Oil- New Haven Terminal,93,New Haven Harbor,,1571,5171,Y,Outfall #1(G-1),10/14/11,10/4/11,10,N,2.5,6.1,6.7,26,94,0.05,0.5,0.17,0.02,0.4,0.047,100.00%,100.00%,73,322,100.00%
General/GT,"R&H Terminal, LLC",R&H Terminal - New Haven Terminal,93,New Haven Harbor,,1578,5171,,Outfall #1(RH-1),11/10/11,10/29/11,12,N,2.5,6.3,6.07,40,85,0.25,0.5,0.19,0.02,0.24,0.036,100.00%,100.00%,10,30,50.00%
General/GT,"Schneider Electric USA, Inc.","Schneider Electric USA, Inc.",44,MS4,5000-46,2001,3629,N,Catch Basin,10/19/11,10/14/11,5,N,1,5.02,6.5,5,24,0.05,0.6,0.4,0.041,0.162,0.015,70.70%,63.70%,5,33,0.00%
General/GT,City of Meriden,Meriden WPCF,80,Quinnipiac River,,1687,4952,Y,DSN 002,10/27/11,10/20/11,7,N,0.85,6.2,7.49,68,2.5,0.21,3.3,3.1,0.022,0.174,0.011,100.00%,100.00%,78,242,100.00%
General/GT,"Electro-Methods, Inc.","Electro-Methods, Inc.",132,,,1095,3724,N,330 Rear Swale,10/26/11,10/19/11,7,N,0.5,6.4,7.13,10,2.5,0.01,0.19,0.32,0.002,0.015,0.001,100.00%,100.00%,46,192,100.00%
General/GT,"Electro-Methods, Inc.","Electro-Methods, Inc.",132,Rear lot to Swale,,1095,3724,N,Rearlot to Swale,10/26/11,10/19/11,7,N,1,6.4,6.98,35,2.5,0.01,0.42,0.22,0.001,0.016,0.001,100.00%,100.00%,36,140,100.00%
General/GT,"Electro-Methods, Inc.","Electro-Methods, Inc.",132,,,1104,3724,N,431 Catchbasin,10/26/11,10/19/11,7,N,0.5,6.4,7.08,5,2.5,0.01,0.31,2.15,0.011,0.021,0.001,100.00%,100.00%,80,386,100.00%
General/GT,Quality Name Plate,Quality Name Plate,54,Roaring Brook,,667,3479,N,DSN-003,10/19/11,10/13/11,6,N,0.7,4.72,4.53,64,2.5,0.01,0.63,0.35,0.068,0.13,0.001,70.70%,70.70%,2,24,0.00%
General/GT,Quality Name Plate,Quality Name Plate,54,Roaring Brook,,667,3479,N,DSN-007,10/19/11,10/13/11,6,N,1.4,5.16,5.18,10,2.5,0.01,0.23,0.15,0.002,0.007,0.001,82.00%,70.70%,0,8,0.00%
General/GT,Quality Name Plate,Quality Name Plate,54,Roaring Brook,,667,3479,N,DSN-010,10/19/11,10/13/11,6,N,1.5,5.16,5.09,28,8.5,0.01,0.28,0.09,0.0005,0.016,0.001,100.00%,100.00%,0,7,100.00%
General/GT,MDC Poquonock WPC,Poquonock Water Pollution Control,164,Farmington River,,1672,4952,N,DSN001,10/21/11,10/4/11,17,N,1.4,,8.05,27,1,0.03,0.87,2.73,0.0025,0.01,0.0015,100.00%,100.00%,90,224,100.00%
General/GT,"First Student, Inc.","First Student, Inc. #26014",10,Weekeepeemee River,,2225,4151,,120 Crane Hollow Rd Bethlehem,10/19/11,10/14/11,5,N,2.6,5,7.1,35.2,95,0.28,0.89,1,0.01,0.04,0.01,,,,,
General/GT,"First Student, Inc.",First Student Inc. #11086,151,Naugatuck River,,2058,4151,,173A East Aurora St. Waterbury,10/27/11,10/19/11,8,N,2.4,5,5.83,1,0.5,0.03,0.99,0.45,0.01,0.28,0.01,,,,,
General/GT,"First Student, Inc.","First Student, Inc. #11930",17,Pequabuck River,,905,4151,N,Outfall 001,10/19/11,10/14/11,5,N,1,5.3,7.2,166,500,0.4,1.95,0.05,0.083,0.318,0.09,,,,,
General/GT,"First Student, Inc.","First Student, Inc. #26023",132,Wetlands,,1889,4151,N,Outfall 001,11/16/11,11/10/11,6,N,2.5,6.72,6.39,66.1,229,0.22,0.79,0.1,0.01,0.1,0.02,,,,,
General/GT,Town of Groton,Groton WPCF,59,Fort Hill Brook,,1674,4952,N,WPCF Outfall 2,10/27/11,10/20/11,7,N,1,6.75,6.4,13,10,0.05,1.53,1.16,0.038,0.075,0.015,70.70%,19.60%,6,40,0.00%
General/GT,Town of Groton,Groton WPCF,59,Fort Hill Brook,,1674,4952,N,WPCF Outfall 6,10/27/11,10/20/11,7,N,7.2,6.75,6.5,47,81,0.23,1.21,0.4,0.106,0.33,0.015,100.00%,70.70%,6,21,0.00%
General/GT,Connecticut Hypodermics,,148,MS4 to Quinnipiac River,,659,3841,N,Outfall 001,10/13/11,10/3/11,10,N,2.4,6.9,6.7,50,42,0.11,1.04,0.4,0.017,0.062,0.015,100.00%,100.00%,8,39,90.00%
General/GT,Coil Plus of Connecticut,Coil Plus of Connecticut,151,"Naugatuck River Basin, Naugatuck River",,2197,3441,,Catch Basin,11/29/11,11/23/11,6,N,1.5,5,7.26,52.3,35,0.27,1.98,0.45,0.01,0.1,0.01,100.00%,100.00%,36.1,18.5,100.00%
General/GT,"Combustion Engineering, Inc.","Combustion Engineering, Inc.",164,,,694,8744,N,Outfall 013,10/13/11,10/4/11,9,N,0.7,6.6,6.77,24,63,0.24,0.72,0.09,0.006,0.029,0.009,100.00%,100.00%,4,18,100.00%
General/GT,"Ansonia Copper & Brass, Inc.",Ansonia Facility,2,Naugatuck River,,530,3351,Y,D001- Outfall to River near bridge,10/19/11,10/14/11,5,N,2.5,,7.29,19,12,2,0.5,0.46,0.89,1.2,0.045,6.25%,6.25%,16,93,0.00%
General/GT,Ametek Specialty Metal Products,Ametek Specialty Metal Products,148,Wharton Brook,,906,3356,N,OF-1,11/22/11,11/16/11,6,N,0.5,6.5,6.23,53,161,0.4,1.52,0.53,0.184,0.177,0.018,100.00%,74.30%,10.9,47,20.00%
General/GT,"Bridgeport Fittings, Inc.","Bridgeport Fittings, Inc.",138,Town of Stratford MS4 System,,1131,3644,N,Outfall 001,11/16/11,11/10/11,6,N,0.5,6,6.11,15,6,0.07,3.6,0.2,0.008,0.301,0.003,100.00%,81.20%,2.9,211,35.00%
General/GT,Custom Metal Crafters,Custom Metal Crafters,94,Newington Stormwater System (MS4),4402,908,3471,N,"16"" Outfall on North Mountain Rd.",10/13/11,10/4/11,9,N,0.7,6.9,7.19,5,2.5,0.04,0.35,0.03,0.052,0.035,0.001,57.40%,15.90%,2,6,0.00%
General/GT,Purification Technologies Inc.,Purification Technologies Inc.,26,,,1100,2689,N,SW003,11/10/11,10/29/11,12,N,4,7,10.5,72,181,0.13,1.26,0.1,0.026,0.13,0.015,100.00%,100.00%,16,54,100.00%
General/GT,"Schick Manufacturing, Inc. ","Schick Manufacturing, Inc. ",84,Indian River,5306,857,3421,Y,SW1,10/19/11,10/13/11,6,N,2.5,5.4,6.4,18,34,0.05,1.2,1.1,0.02,0.23,0.0065,100.00%,100.00%,27,118,80.00%
General/GT,"Schick Manufacturing, Inc. ","Schick Manufacturing, Inc. ",84,Indian River,5306,857,3421,Y,SW2,10/19/11,10/13/11,6,N,2.5,5.4,5.9,130,49,0.05,0.5,0.61,0.02,0.11,0.0065,100.00%,100.00%,7.5,33,100.00%
General/GT,Carris Reels,Carris Reels,49,Scantic River/ CT River Basin,,1553,2499,N,Carris Reels-SW Runoff,12/27/11,12/23/11,4,N,0.8,6.5,6.23,34,12,0.05,0.38,0.04,0.004,0.05,0.001,,,,,
General/GT,United Tool & Die Company,United Tool & Die Company,155,MS4,4402,1686,3724,N,United Tool,11/16/11,11/10/11,6,N,2.5,5.26,5.84,49,13,0.05,0.5,0.89,0.02,0.29,0.0065,100.00%,65.50%,8,39,15.00%
General/GT,Pratt&Whitney,Pratt&Whitney Middletown,83,CT River,,126,3724,Y,SW003,11/29/11,11/23/11,6,N,0.85,6.01,6.05,10,0.5,0.005,0.5,0.23,0.0025,0.005,0.0025,100.00%,100.00%,6,30,100.00%
