Sector,name,site_name,town,rwater,Basin,GSI,SIC,Impaired,samp_location,samp_date,prev_storm,days_last_storm,ice,o_n_g,rain_ph,samp_ph,cod,tss,tp,tkn,no3,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness,conduct,per_sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,City of Bristol,City Garage,017,"Eight Mile River, Quinnipiac River Basin", ,000098,7538,N,Outfall 1 (CG-OF-1),01/12/12,01/01/12,11,N,11.00,5.89,7.00,250,210,0.62,4.61,,0.068,0.204,0.037,59.50%,44.90%,196,7010,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Bozrah,Town of Bozrah Public Works,013,,3900-00-4-L1,001788,9199,N,DSN001,01/27/12,01/23/12,4,N,0.70,7.50,6.95,55,63,0.2,0.79,0.31,0.013,0.022,0.003,100.00%,100.00%,8,1851,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Bozrah,Town of Bozrah Public Works,013,,3900-00-4-L1,001788,9199,N,DSN001,11/13/12,11/07/12,6,N,1.70,6.50,6.64,71,71,0.18,1.52,0.31,0.023,0.114,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Chester,Public Works Department,026,Unnamed Tributary to Wetlands of Chester Creek, ,001741,9199,N,#2,11/13/12,11/08/12,5,N,1.80,6.30,6.83,90,100,0.17,2.21,1.34,0.038,0.323,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Chester,Public Works Department,026,Unnamed Tributary to Wetlands of Chester Creek, ,001741,9199,N,#1,10/19/11,10/14/11,5,N,0.70,3.90,7.14,99,110,0.35,1.8,0.33,0.02,0.055,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Chester,Public Works Department,026,Unnamed Tributary to Wetlands of Chester Creek, ,001741,9199,N,#2,10/19/11,10/14/11,5,N,0.70,3.90,6.63,79,84,0.24,1.5,0.37,0.016,0.083,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Chester,Public Works Department,026,Unnamed Tributary to Wetlands of Chester Creek, ,001741,9199,N,#2,05/15/12,05/10/12,5,N,0.70,5.30,6.68,60,87,0.15,1.25,0.39,0.011,0.006,0.001,100.00%,100.00%,10,55,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Chester,Public Works Department,026,Unnamed Tributary to Wetlands of Chester Creek, ,001741,9199,N,#1,05/15/12,05/10/12,5,N,0.80,5.30,7.63,46,68,0.15,0.9,0.47,0.012,0.025,0.001,100.00%,100.00%,4,70,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Coventry,Coventry Dept. of Public Works,032,Unnamed wetlands - Skunkamaug River, ,002431,7699,N,DSN-01,08/15/12,08/10/12,5,N,0.70,5.85,6.32,60,23,0.07,0.68,0.21,0.0025,0.006,0.001,100.00%,100.00%,34,159,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Coventry,Coventry Dept. of Public Works,032,Unnamed wetlands - Skunkamaug River, ,002431,7699,N,DSN-01,03/28/12,03/16/12,12,N,0.70,4.48,7.09,5,2.5,0.01,0.44,0.13,0.00025,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Columbia,Town of Columbia Public Works,030,,3108-00-3-R10,001300,4212,N,DSN-002,01/27/12,01/23/12,4,N,3.70,7.50,7.37,77,120,0.37,1.3,0.76,0.02,0.074,0.013,100.00%,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Deep River,Municipal Garage & Transfer Station,036,Unnamed Tributary to Wetlands of Deep River, ,001255,9199,N,#1,05/15/12,05/10/12,5,N,0.75,5.30,6.49,32,16,0.07,0.9,0.14,0.0025,0.018,0.006,100.00%,100.00%,12,43,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Deep River,Municipal Garage & Transfer Station,036,Unnamed Tributary to Wetlands of Deep River, ,001255,9199,N,#2,05/15/12,05/10/12,5,N,0.80,5.30,6.20,46,8,0.12,1.2,0.29,0.013,0.04,0.006,100.00%,100.00%,4,59,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Deep River,Municipal Garage & Transfer Station,036,Unnamed Tributary to Wetlands of Deep River, ,001255,9199,N,#3,05/15/12,05/10/12,5,N,0.70,5.30,6.04,22,13,0.01,0.81,0.15,0.0025,0.009,0.001,100.00%,100.00%,22,67,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Deep River,Municipal Garage & Transfer Station,036,Unnamed Tributary to Wetlands of Deep River, ,001255,9199,N,#1,10/19/11,10/14/11,5,N,0.70,3.90,7.17,24,16,0.06,0.43,0.14,0.005,0.019,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Deep River,Municipal Garage & Transfer Station,036,Unnamed Tributary to Wetlands of Deep River, ,001255,9199,N,#2,10/19/11,10/14/11,5,N,0.70,3.90,6.38,24,7,0.04,0.56,0.17,0.006,0.017,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Deep River,Municipal Garage & Transfer Station,036,Unnamed Tributary to Wetlands of Deep River, ,001255,9199,N,#3,10/19/11,10/14/11,5,N,0.80,3.90,6.50,19,22,0.005,0.53,0.1,0.003,0.012,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,City of Derby,Derby Water Pollution Control,037,Housatonic River,,001949,,,Catch Basin 1 & 2,09/18/12,09/08/12,10,N,5.50,4.94,5.12,26.9,32,0.08,1.21,0.34,0.04,0.28,0.03,100.00%,91.70%,6.37,27.2,80.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of East Haddam,Public Works Facility,041,Connecticut River,4000,001387,919,N,DSN-001,11/07/12,10/23/12,15,N,0.70,6.50,6.40,130,15,0.45,1.99,0.28,0.009,0.12,0.003,100.00%,100.00%,36,317,95.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of East Hampton,Public Works Facility,042,Mine Brook,,001413,4953,N,Outfall #1,03/28/12,03/25/12,3,N,2.10,6.58,7.20,102,78,0.45,2.82,0.43,0.037,0.129,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of East Hampton,Public Works Facility,042,Mine Brook,,001413,4953,N,Outfall #2,03/28/12,03/25/12,3,N,2.20,6.58,6.30,180,220,0.71,3.68,1.62,0.058,0.306,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of East Windsor,Public Works Garage,047,Scantic River,,001469,9199,N,Outfall 1 (EW PWG OF-1),01/12/12,01/01/12,11,N,0.70,5.89,7.24,30,160,0.14,0.41,0.51,0.01,0.041,0.001,100.00%,100.00%,24,32,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of East Windsor,Public Works Garage,047,Scantic River,,001469,9199,N,Outfall 1 (EW PWG OF-1),05/22/12,05/15/12,7,N,0.75,5.50,7.45,11,32,0.005,0.61,1.12,0.01,0.034,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Ellington,Highway Garage,048,,,001466,,N,,10/19/12,10/15/12,4,N,0.80,7.21,6.77,16,8.5,0.06,0.69,0.14,0.006,0.042,0.002,100.00%,100.00%,4,59,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Essex,Town Garage,050,,,001258,,N,Shop #1,09/28/12,,,N,2.50,5.00,6.60,126,108,0.69,1.13,1.57,0.067,0.15,0.022,100.00%,100.00%,22.3,97,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Essex,Town Garage,050,,,001258,,N,Shop #2,09/28/12,,,N,2.50,5.00,6.20,191,9,0.82,10.3,1.48,0.035,0.06,0.006,100.00%,100.00%,24.8,163,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Essex,Town Garage,050,,,001258,,N,Shop #1,05/01/12,,,N,2.50,,6.45,97.3,40,0.2,1.45,0.88,0.019,0.02,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Granby,Department of Public Works,056,"Salmon Brook, Farmington River Drainage Basin", ,001197,9199,N,Outfall 1 (Granby DPW),11/13/12,11/07/12,6,N,13.00,,6.61,180,200,0.44,2.38,0.49,0.021,0.187,0.01,100.00%,100.00%,48,773,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Groton,Town Hall Annex Complex,059,Eccleston Brook,,000608,9199,N,Annex Outfall 1,10/10/12,10/06/12,4,N,1.00,,6.70,13,8,0.025,0.26,0.13,0.005,0.015,0.015,100.00%,100.00%,3,29,65.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Groton,Town Hall Annex Complex,059,Eccleston Brook,,000608,9199,N,Annex Outfall 3,10/10/12,10/06/12,4,N,1.00,,6.00,5,4,0.025,0.23,0.05,0.005,0.015,0.015,100.00%,100.00%,4,30,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Groton,Town Hall Annex Complex,059,Eccleston Brook,,000608,9199,N,Annex Outfall 4,10/10/12,10/06/12,4,N,1.00,,6.40,14,8,0.05,0.33,0.1,0.005,0.066,0.015,100.00%,100.00%,1,17,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Haddam,Town Garage,061,"Ponset Brook, CT River",,002104,9199,N,Outfall 1 (Haddam TG OF 1),09/18/12,,,N,6.60,6.78,6.26,78,130,1.72,2.68,1.04,0.04,0.178,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Haddam,Town Garage,061,"Ponset Brook, CT River",,002104,9199,N,Outfall 1 (Haddam TG OF 1),03/28/12,03/25/12,3,N,2.80,6.00,6.93,5,920,0.32,1.06,0.03,0.028,0.063,0.017,100.00%,100.00%,14,136,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Hamden,Public Works Garage,062,Mill River,5302,001682,9199,N,Outfall 001,06/13/12,06/05/12,8,N,1.00,7.80,6.90,4,14,0.05,0.56,1.21,0.005,0.015,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-MF,Town of Hamden,Public Works Garage,062,Mill River,5302,001682,9199,N,Outfall 001,11/13/12,11/08/12,5,N,56.70,6.80,6.70,176,1890,2.19,14.4,0.1,0.214,0.301,0.183,12.50%,9.68%,749,17380,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
